coin,tf,preset,mode,macd,RR,window,n,gross,net06,net04
XRPUSDT,4h,VeryHigh,reversal,0,1.5,3,9,-2.69,-2.91,-2.84
XRPUSDT,4h,VeryHigh,reversal,0,1.5,4,8,-1.16,-1.41,-1.32
XRPUSDT,4h,VeryHigh,reversal,0,2.5,0,8,-0.94,-1.12,-1.06
XRPUSDT,4h,VeryHigh,reversal,0,2.5,1,5,2.78,2.68,2.71
XRPUSDT,4h,VeryHigh,reversal,0,2.5,2,7,0.22,0.06,0.11
XRPUSDT,4h,VeryHigh,reversal,0,2.5,3,9,-2.5,-2.73,-2.65
XRPUSDT,4h,VeryHigh,reversal,0,2.5,4,8,0.09,-0.16,-0.07
XRPUSDT,4h,VeryHigh,reversal,0,3.5,0,7,-4.0,-4.15,-4.1
XRPUSDT,4h,VeryHigh,reversal,0,3.5,1,5,3.0,2.89,2.93
XRPUSDT,4h,VeryHigh,reversal,0,3.5,2,7,-1.25,-1.41,-1.35
XRPUSDT,4h,VeryHigh,reversal,0,3.5,3,9,-3.28,-3.51,-3.43
XRPUSDT,4h,VeryHigh,reversal,0,3.5,4,8,1.56,1.31,1.4
XRPUSDT,4h,VeryHigh,reversal,1,1.5,0,8,-0.19,-0.37,-0.31
XRPUSDT,4h,VeryHigh,reversal,1,1.5,1,5,2.75,2.63,2.67
XRPUSDT,4h,VeryHigh,reversal,1,1.5,2,2,-0.06,-0.1,-0.09
XRPUSDT,4h,VeryHigh,reversal,1,1.5,3,5,-2.91,-3.02,-2.98
XRPUSDT,4h,VeryHigh,reversal,1,1.5,4,2,0.28,0.21,0.23
XRPUSDT,4h,VeryHigh,reversal,1,2.5,0,8,-0.94,-1.12,-1.06
XRPUSDT,4h,VeryHigh,reversal,1,2.5,1,5,2.78,2.66,2.7
XRPUSDT,4h,VeryHigh,reversal,1,2.5,2,2,0.56,0.53,0.54
XRPUSDT,4h,VeryHigh,reversal,1,2.5,3,5,-3.62,-3.74,-3.7
XRPUSDT,4h,VeryHigh,reversal,1,2.5,4,2,0.97,0.9,0.92
XRPUSDT,4h,VeryHigh,reversal,1,3.5,0,7,-4.0,-4.15,-4.1
XRPUSDT,4h,VeryHigh,reversal,1,3.5,1,5,3.0,2.87,2.92
XRPUSDT,4h,VeryHigh,reversal,1,3.5,2,2,0.06,0.03,0.04
XRPUSDT,4h,VeryHigh,reversal,1,3.5,3,5,-4.53,-4.65,-4.61
XRPUSDT,4h,VeryHigh,reversal,1,3.5,4,2,1.19,1.12,1.14
